"","from","to","TimeDiff"
"1","0","179","50.8725059111814"
"2","179","456","1"
"3","179","457","1"
"4","179","458","1"
"5","456","646","15.2943213097598"
"6","457","1052","48.4427532462756"
"7","457","1053","48.4427532462756"
"8","646","1085","35.5861685477219"
"9","646","1086","35.5861685477219"
"10","646","1087","35.5861685477219"
"11","646","1088","35.5861685477219"
"12","1085","1145","4.25819595750644"
"13","1053","1247","13.8421716243761"
"14","1053","1248","13.8421716243761"
"15","1145","1333","13.2766515775228"
"16","1087","1480","29.8095870290827"
"17","1088","1516","31.3695979184615"
"18","1480","1627","11.6950744096073"
"19","1516","1656","12.2773739458591"
"20","1333","1709","29.8466738918797"
"21","1656","1756","6.67025342699377"
"22","1656","1757","6.67025342699377"
"23","1757","1977","17.0143916039481"
"24","1757","1978","17.0143916039481"
"25","1757","1979","17.0143916039481"
"26","1709","2143","31.2724754578277"
"27","1709","2144","31.2724754578277"
"28","1248","2274","75.5035246017861"
"29","1248","2275","75.5035246017861"
"30","1979","2318","22.0663474882472"
"31","1977","2387","24.4131668113334"
"32","1977","2388","24.4131668113334"
"33","2274","2527","14.5328732563288"
"34","2274","2528","14.5328732563288"
"35","2274","2529","14.5328732563288"
"36","2274","2530","14.5328732563288"
"37","2144","2542","23.8385212352387"
"38","2144","2543","23.8385212352387"
"39","2529","2643","8.07155451004721"
"40","2529","2644","8.07155451004721"
"41","2387","2652","18.106015713815"
"42","2387","2653","18.106015713815"
"43","2542","2691","10.1323030737817"
"44","2530","2818","20.2599959039522"
"45","2388","2836","31.5213739350492"
"46","2388","2837","31.5213739350492"
"47","2388","2838","31.5213739350492"
"48","2388","2839","31.5213739350492"
"49","2388","2840","31.5213739350492"
"50","2644","2950","21.867864587962"
"51","2644","2951","21.867864587962"
"52","2643","2996","25.0321464459234"
"53","2643","2997","25.0321464459234"
"54","2643","2998","25.0321464459234"
"55","2691","3027","23.2680989596539"
"56","2528","3029","34.635121544499"
"57","2528","3030","34.635121544499"
"58","2528","3031","34.635121544499"
"59","2839","3062","13.9559489419326"
"60","2839","3063","13.9559489419326"
"61","3031","3087","2.13360936088966"
"62","3027","3183","10.1261353755214"
"63","2998","3224","13.4508329177341"
"64","2998","3225","13.4508329177341"
"65","2998","3226","13.4508329177341"
"66","2998","3227","13.4508329177341"
"67","3183","3253","3.82993045579249"
"68","3183","3254","3.82993045579249"
"69","3183","3255","3.82993045579249"
